label,run_name,status,val_rmse,val_normal_mae,val_joint_l1_px,test_rmse,normal_mae,joint_l1_px,fps,params,gpu_mb,patch_size,batch_size,lr,epochs,init_checkpoint,loss_weights,checkpoint,history_path,result_path
d4_l1_continue_deit_p8_bs4_lr3e_5,l1_continue,ok,0.06966046190590357,1.5216976174047891,137.5857531492951,0.04971930384537094,1.2875683636980761,133.83980938938763,61.65644839321695,23018127,518.1220703125,8,4,3e-05,4,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d3_losses\checkpoints\model_d3_full_deit_p8_bs4_lr1e_4.pth,"{'depth_l1': 1.0, 'normal': 0.0, 'rank': 0.0, 'scale_inv': 0.0, 'joint_l1': 0.0}",C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\checkpoints\model_d4_l1_continue_deit_p8_bs4_lr3e_5.pth,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\histories\hist_d4_l1_continue_deit_p8_bs4_lr3e_5.pkl,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\metrics\result_d4_l1_continue_deit_p8_bs4_lr3e_5.json
d4_l1_normal01_deit_p8_bs4_lr3e_5,l1_normal01,ok,0.06966694294680341,1.5060044007237443,137.26543077104128,0.04969261140705241,1.2737335081567687,133.55077799529545,61.53721243077185,23018127,520.27001953125,8,4,3e-05,4,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d3_losses\checkpoints\model_d3_full_deit_p8_bs4_lr1e_4.pth,"{'depth_l1': 1.0, 'normal': 0.1, 'rank': 0.0, 'scale_inv': 0.0, 'joint_l1': 0.0}",C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\checkpoints\model_d4_l1_normal01_deit_p8_bs4_lr3e_5.pth,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\histories\hist_d4_l1_normal01_deit_p8_bs4_lr3e_5.pkl,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\metrics\result_d4_l1_normal01_deit_p8_bs4_lr3e_5.json
d4_l1_scale01_deit_p8_bs4_lr3e_5,l1_scale01,ok,0.06940233004568701,1.5180299353222029,139.5530572071145,0.04949430312479042,1.2819804091693068,136.38739850557351,61.4983881908588,23018127,523.2529296875,8,4,3e-05,4,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d3_losses\checkpoints\model_d3_full_deit_p8_bs4_lr1e_4.pth,"{'depth_l1': 1.0, 'normal': 0.0, 'rank': 0.0, 'scale_inv': 0.1, 'joint_l1': 0.0}",C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\checkpoints\model_d4_l1_scale01_deit_p8_bs4_lr3e_5.pth,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\histories\hist_d4_l1_scale01_deit_p8_bs4_lr3e_5.pkl,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\metrics\result_d4_l1_scale01_deit_p8_bs4_lr3e_5.json
d4_l1_normal01_scale01_deit_p8_bs4_lr3e_5,l1_normal01_scale01,ok,0.06940994653102106,1.5060034613516387,138.98537998919656,0.049488530992383685,1.2713230965328925,135.98562486322683,61.78181339824938,23018127,520.1669921875,8,4,3e-05,4,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d3_losses\checkpoints\model_d3_full_deit_p8_bs4_lr1e_4.pth,"{'depth_l1': 1.0, 'normal': 0.1, 'rank': 0.0, 'scale_inv': 0.1, 'joint_l1': 0.0}",C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\checkpoints\model_d4_l1_normal01_scale01_deit_p8_bs4_lr3e_5.pth,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\histories\hist_d4_l1_normal01_scale01_deit_p8_bs4_lr3e_5.pkl,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\metrics\result_d4_l1_normal01_scale01_deit_p8_bs4_lr3e_5.json
d4_l1_geom_small_deit_p8_bs4_lr3e_5,l1_geom_small,ok,0.06877838918229114,1.5173809455024776,18.397759597861956,0.049678083352394056,1.2786324331395231,12.990038786922868,61.640928570758334,23018127,520.02587890625,8,4,3e-05,4,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d3_losses\checkpoints\model_d3_full_deit_p8_bs4_lr1e_4.pth,"{'depth_l1': 1.0, 'normal': 0.0, 'rank': 0.0, 'scale_inv': 0.1, 'joint_l1': 0.1}",C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\checkpoints\model_d4_l1_geom_small_deit_p8_bs4_lr3e_5.pth,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\histories\hist_d4_l1_geom_small_deit_p8_bs4_lr3e_5.pkl,C:\Users\Daniel Hess\Documents\Master\OR\Pose_Estimation\runs\d4_final\metrics\result_d4_l1_geom_small_deit_p8_bs4_lr3e_5.json
